hostname,num_stars,num_planets,orbital_period_mean,inner_orbit,outer_orbit,planet_radius_mean,planet_radius_std,planet_mass_mean,planet_mass_std,eccentricity_mean,stellar_temp,stellar_radius,stellar_mass,stellar_metallicity,log_orbital_period_mean,orbital_span,system_compactness,mass_to_radius_ratio,planet_per_star_ratio
Kepler-1891,1,1,4.02229023,0.0473,0.0473,1.52139156,0.0,2.93,0.0,0.0,5516.0,0.827,0.873,-0.14,0.6044734040876621,0.0,0.0,1.9258684463847031,1.0
Kepler-1892,1,1,6.331230164,0.0633,0.0633,1.83707938,0.0,4.03,0.0,0.0,5383.0,0.759,0.851,-0.22,0.801488102044322,0.0,0.0,2.193699436112554,1.0
Kepler-1893,1,1,4.179369926,0.0504,0.0504,1.70557445,0.0,3.55,0.0,0.0,5633.0,1.162,0.973,0.16,0.6211108132853449,0.0,0.0,2.081410166527764,1.0
Kepler-1894,1,2,3.9081749384999998,0.0385,0.0576,1.205588795,0.0062383859374080496,1.895,0.03535533905932725,0.0,5772.0,0.901,0.999,0.0,0.5919739954573795,0.0191,104.71204188481676,1.571846062155878,2.0
Kepler-1895,1,1,6.070290089,0.0615,0.0615,2.11934728,0.0,5.14,0.0,0.0,5076.0,0.763,0.86,0.1,0.7832094457773382,0.0,0.0,2.4252750120310624,1.0
Kepler-1896,1,1,44.87020111,0.2529,0.2529,3.09935997,0.0,9.8,0.0,0.0,6122.0,0.996,1.07,-0.1,1.651958016062326,0.0,0.0,3.161943141441554,1.0
Kepler-1897,1,1,24.22030067,0.1546,0.1546,2.81407954,0.0,8.32,0.0,0.0,5165.0,0.761,0.859,0.02,1.3841795301576267,0.0,0.0,2.9565617750804587,1.0
Kepler-1898,1,1,4.765620232,0.05063,0.05063,0.93353523,0.0,0.76,0.0,0.0,5702.0,1.125,0.837,-0.28,0.6781194308517641,0.0,0.0,0.814109607839867,1.0
Kepler-1899,1,1,4.095779896,0.0457,0.0457,1.55098292,0.0,3.02,0.0,0.0,4791.0,0.742,0.759,0.07,0.6123366099499366,0.0,0.0,1.94715232582961,1.0
Kepler-19,1,3,33.65599666666667,0.0846,0.1765736996,3.6496666666666666,1.4257420290267564,13.9,8.229216244576394,0.2233333333333333,5541.0,0.859,0.936,-0.13,1.5270624559958563,0.0919736996,32.61802029327088,3.808566992419399,3.0
Kepler-190,1,2,2.8915115,0.03,0.045,1.51,0.07071067811865482,2.8899999999999997,0.22627416997969493,0.0,5106.0,0.795,0.834,0.06,0.4611249239011075,0.015,133.33333333333334,1.9139072847682117,2.0
Kepler-1900,1,1,2.986229897,0.042,0.042,1.62314676,0.0,3.27,0.0,0.0,6173.0,1.041,1.104,-0.04,0.47512323914090404,0.0,0.0,2.014605259724019,1.0
Kepler-1901,1,1,3.484129906,0.0453,0.0453,1.47418907,0.0,2.77,0.0,0.0,5696.0,0.921,1.022,0.14,0.5420943393342447,0.0,0.0,1.8789991435766107,1.0
Kepler-1902,1,1,3.822220087,0.0385,0.0385,1.17563613,0.0,1.74,0.0,0.0,3729.0,0.514,0.52,0.06,0.5823156905205951,0.0,0.0,1.4800497837711062,1.0
Kepler-1903,1,1,17.0678997,0.1321,0.1321,2.28642395,0.0,5.85,0.0,0.0,6347.0,0.996,1.053,-0.34,1.2321800820508482,0.0,0.0,2.558580616687469,1.0
Kepler-1904,1,1,4.577020168,0.0436,0.0436,1.3904994,0.0,2.51,0.0,0.0,3805.0,0.497,0.526,-0.1,0.6605828260894829,0.0,0.0,1.8051068558533718,1.0
Kepler-1905,1,1,3.42392993,0.0451,0.0451,1.4460734,0.0,2.69,0.0,0.0,5788.0,1.015,1.038,0.16,0.5345248683515739,0.0,0.0,1.8602098620996694,1.0
Kepler-1906,1,1,7.362689972,0.0738,0.0738,2.77615754,0.0,8.13,0.0,0.0,5868.0,0.894,0.987,-0.12,0.8670365135984757,0.0,0.0,2.9285081566372497,1.0
Kepler-1907,1,2,10.2581751325,0.05444,0.10371,1.012600365,0.20204879772226128,1.1095,0.736098159215196,0.0,5159.0,0.8,0.752,-0.16,1.011070109277316,0.049269999999999994,40.5926527298559,1.0956938574676496,2.0
Kepler-1909,1,1,2.391609907,0.0306,0.0306,1.09217411,0.0,1.33,0.0,0.0,4935.0,0.685,0.663,-0.42,0.37869034377241445,0.0,0.0,1.2177545574670325,1.0
Kepler-191,1,3,11.207726338999999,0.06104,0.128,1.8266666666666669,0.47088569030427463,4.1000000000000005,1.7300867030296487,0.0,5282.0,0.789,0.857,0.13,1.0495175181634084,0.06696,44.80286738351254,2.2445255474452557,3.0
Kepler-1910,1,1,5.688769817,0.0536,0.0536,1.184,0.0,1.78,0.0,0.0,4234.0,0.639,0.636,-0.02,0.7550183613949165,0.0,0.0,1.5033783783783785,1.0
Kepler-1911,1,1,5.990799904,0.0636,0.0636,1.011,0.0,1.01,0.0,0.0,5721.0,0.972,0.954,0.0,0.7774848141589015,0.0,0.0,0.9990108803165184,1.0
Kepler-1912,1,1,6.059219837,0.06489,0.06489,1.35670508,0.0,2.41,0.0,0.0,5734.0,0.962,0.977,0.04,0.7824167095957263,0.0,0.0,1.7763624796038946,1.0
Kepler-1913,1,1,14.1960001,0.1209,0.1209,1.51852059,0.0,2.92,0.0,0.0,6214.0,1.076,1.169,0.07,1.1521659937348288,0.0,0.0,1.9229242061182719,1.0
Kepler-1914,1,1,30.82789993,0.1954,0.1954,2.9429803,0.0,8.97,0.0,0.0,5982.0,0.96,1.047,-0.04,1.488943940559224,0.0,0.0,3.0479306980070513,1.0
Kepler-1915,1,1,13.83539963,0.114,0.114,3.21798413,0.0,10.4,0.0,0.0,6020.0,1.057,1.03,-0.06,1.1409917080810341,0.0,0.0,3.231836945075301,1.0
Kepler-1916,1,1,31.25429916,0.2053,0.2053,2.61757235,0.0,7.35,0.0,0.0,6246.0,1.092,1.18,0.07,1.4949097648175376,0.0,0.0,2.80794530856043,1.0
Kepler-1917,1,1,12.90240002,0.103,0.103,1.88971288,0.0,4.23,0.0,0.0,5530.0,0.788,0.882,-0.22,1.1106705024305743,0.0,0.0,2.2384352907622667,1.0
Kepler-1918,1,1,47.0564003,0.2524,0.2524,2.29763023,0.0,5.89,0.0,0.0,5889.0,0.924,0.967,-0.16,1.672618701640673,0.0,0.0,2.5635108396010264,1.0
Kepler-1919,1,1,37.88660049,0.2107,0.2107,2.62390658,0.0,7.38,0.0,0.0,5513.0,0.818,0.868,-0.16,1.578485638405917,0.0,0.0,2.812600134567291,1.0
Kepler-192,1,3,12.540140596666667,0.0686,0.15,2.1833333333333336,1.0077863530199909,5.7299999999999995,4.063582163559634,0.0,5479.0,1.007,1.028,0.357,1.0983024057143316,0.0814,36.85503685503686,2.62442748091603,3.0
Kepler-1920,1,1,30.2541008,0.2043,0.2043,2.95415848,0.0,9.03,0.0,0.0,6277.0,1.161,1.239,0.21,1.4807842495374444,0.0,0.0,3.056708047700948,1.0
Kepler-1921,1,2,11.59601022,0.0454,0.15865,2.15229729,1.0497668948307946,5.6450000000000005,4.348706704297268,0.0,6120.0,2.0,1.251,0.02,1.0643085894431918,0.11325000000000002,17.660044150110373,2.6227789377553883,2.0
Kepler-1922,1,1,13.22259998,0.1077,0.1077,2.29064904,0.0,5.86,0.0,0.0,5931.0,0.863,0.953,-0.28,1.1213168595328176,0.0,0.0,2.558226903236124,1.0
Kepler-1923,1,1,52.60969925,0.2846,0.2846,1.95958179,0.0,4.5,0.0,0.0,5881.0,1.294,1.109,0.16,1.7210658191049186,0.0,0.0,2.2964083576220617,1.0
Kepler-1924,1,1,15.33170033,0.1216,0.1216,2.65446572,0.0,7.53,0.0,0.0,5726.0,1.285,1.018,0.16,1.1855903220420538,0.0,0.0,2.8367290424078258,1.0
Kepler-1925,1,1,46.71640015,0.2588,0.2588,3.00177922,0.0,9.28,0.0,0.0,5856.0,1.092,1.057,0.16,1.6694693697373737,0.0,0.0,3.0914998472139463,1.0
Kepler-1926,1,1,42.87770081,0.2197,0.2197,2.31495961,0.0,5.97,0.0,0.0,5256.0,0.832,0.768,-0.16,1.6322314895508316,0.0,0.0,2.578878687218219,1.0
Kepler-1927,1,1,73.75039673,0.38733,0.38733,3.40627075,0.0,11.5,0.0,0.0,6056.0,2.481,1.408,0.14,1.8677643608832364,0.0,0.0,3.37612622249714,1.0
Kepler-1928,1,1,19.57783,0.194,0.194,1.992,0.0,4.63,0.0,0.43,5720.0,0.92,1.01,0.12,1.2917645530824151,0.0,0.0,2.32429718875502,1.0
Kepler-1929,1,1,59.36249924,0.30883,0.30883,3.07250761,0.0,9.65,0.0,0.0,5786.0,1.471,1.006,-0.02,1.7735121770299347,0.0,0.0,3.1407570704112917,1.0
Kepler-193,1,2,31.042987,0.106,0.286,2.5700000000000003,0.2545584412271569,7.15,1.2020815280171306,0.0,6335.0,1.147,1.051,0.0,1.4919635030244378,0.18,11.11111111111111,2.782101167315175,2.0
Kepler-1930,1,1,13.02680016,0.10233,0.10233,1.52955541,0.0,2.95,0.0,0.0,5083.0,0.844,0.844,0.22,1.1148377508225424,0.0,0.0,1.9286650099194511,1.0
Kepler-1931,1,1,38.5760994,0.23329,0.23329,2.65323514,0.0,7.53,0.0,0.0,6167.0,1.221,1.174,0.12,1.5863183120922721,0.0,0.0,2.8380447275396783,1.0
Kepler-1932,1,1,0.524177015,0.0123,0.0123,1.51482218,0.0,2.91,0.0,0.0,5278.0,0.815,0.911,0.14,-0.2805220266506217,0.0,0.0,1.9210175546809067,1.0
Kepler-1933,1,1,4.943290234,0.05605,0.05605,1.17984089,0.0,1.76,0.0,0.0,5661.0,1.008,0.964,0.1,0.6940161098183141,0.0,0.0,1.491726566622047,1.0
Kepler-1934,1,1,1.419759989,0.02466,0.02466,0.91307734,0.0,0.702,0.0,0.0,5925.0,1.035,0.968,-0.14,0.15221493293029423,0.0,0.0,0.7688286295660344,1.0
Kepler-1935,1,1,3.951400042,0.0463,0.0463,2.50271696,0.0,6.82,0.0,0.0,5570.0,0.899,0.845,-0.18,0.596751000128995,0.0,0.0,2.725038471789475,1.0
Kepler-1936,1,1,126.5569992,0.52662,0.52662,3.16615594,0.0,10.2,0.0,0.0,6501.0,1.854,1.419,0.1,2.1022861686952283,0.0,0.0,3.221572213527802,1.0
Kepler-1937,1,1,9.688599586,0.0915,0.0915,3.0229133,0.0,9.39,0.0,0.0,6457.0,1.196,1.19,-0.06,0.986261007595115,0.0,0.0,3.106274996375186,1.0
Kepler-1938,1,1,13.06260014,0.0938,0.0938,1.82828927,0.0,4.0,0.0,0.0,4522.0,0.655,0.646,-0.22,1.116029632839452,0.0,0.0,2.1878375953056928,1.0
Kepler-1939,1,1,2.790659904,0.0334,0.0334,1.16480773,0.0,1.68,0.0,0.0,4353.0,0.603,0.648,-0.18,0.445706912513025,0.0,0.0,1.442298120737918,1.0
Kepler-194,1,3,24.071762000000003,0.032,0.275,2.1666666666666665,0.576570319504337,5.486666666666667,2.2904657459419324,0.0,6089.0,1.025,0.94,-0.03,1.381507880838801,0.24300000000000002,12.345679012345679,2.532307692307693,3.0
Kepler-1940,1,1,4.950610161,0.0525,0.0525,1.54732469,0.0,3.01,0.0,0.0,5431.0,0.717,0.802,-0.44,0.6946587288779659,0.0,0.0,1.9452930722639732,1.0
Kepler-1941,1,1,31.33510017,0.2054,0.2054,2.64976949,0.0,7.51,0.0,0.0,6404.0,1.142,1.175,-0.06,1.496031087362421,0.0,0.0,2.8342087975358186,1.0
Kepler-1942,1,1,4.626049995,0.0516,0.0516,2.1170287,0.0,5.13,0.0,0.0,5834.0,0.797,0.852,-0.5,0.66521032200038,0.0,0.0,2.423207583345469,1.0
Kepler-1943,1,1,4.850180149,0.05975,0.05975,1.54869189,0.0,3.02,0.0,0.0,6032.0,0.973,1.055,-0.06,0.685757869790639,0.0,0.0,1.9500328112391678,1.0
Kepler-1944,1,1,9.842579842,0.0918,0.0918,2.75971163,0.0,8.05,0.0,0.0,5585.0,0.972,1.064,0.48,0.9931089464289304,0.0,0.0,2.916971437338183,1.0
Kepler-1945,1,1,6.080039978,0.0597,0.0597,1.289,0.0,2.21,0.0,0.0,4991.0,0.804,0.767,0.04,0.7839064348924252,0.0,0.0,1.7145073700543056,1.0
Kepler-1946,1,1,3.035190105,0.0394,0.0394,2.48812698,0.0,6.75,0.0,0.0,5505.0,0.873,0.887,-0.04,0.4821858977067831,0.0,0.0,2.7128840506363545,1.0
Kepler-1947,1,1,6.963630199,0.07375,0.07375,1.0101666,0.0,1.01,0.0,0.0,6040.0,1.686,0.984,-0.44,0.8428357000101994,0.0,0.0,0.999835076709129,1.0
Kepler-1948,1,1,15.57129955,0.1022,0.1022,1.03283226,0.0,1.09,0.0,0.0,3872.0,0.557,0.585,0.12,1.192324859443006,0.0,0.0,1.0553504593282168,1.0
Kepler-1949,1,1,2.208280087,0.0352,0.0352,2.21964541,0.0,5.56,0.0,0.0,6028.0,1.454,1.194,0.14,0.3440541562510528,0.0,0.0,2.50490460095606,1.0
Kepler-195,1,2,21.2023675,0.077,0.197,1.79,0.3394112549695427,3.9000000000000004,1.244507934888324,0.0,5329.0,0.775,0.867,0.04,1.326384357852277,0.12000000000000001,16.666666666666664,2.1787709497206706,2.0
Kepler-1950,1,1,10.77690029,0.0871,0.0871,1.52696349,0.0,2.95,0.0,0.0,5455.0,0.852,0.759,-0.34,1.0324938646977788,0.0,0.0,1.9319387918043804,1.0
Kepler-1951,1,1,20.65780067,0.1435,0.1435,2.32107188,0.0,6.0,0.0,0.0,5468.0,1.306,0.923,0.14,1.3150840825405037,0.0,0.0,2.58501257617235,1.0
Kepler-1952,1,1,27.21080017,0.1724,0.1724,1.23923346,0.0,2.07,0.0,0.0,5973.0,1.305,0.922,-0.34,1.4347413129780688,0.0,0.0,1.6703874345032614,1.0
Kepler-1953,1,1,6.245659828,0.0607,0.0607,1.28574667,0.0,2.2,0.0,0.0,4858.0,0.707,0.786,-0.02,0.7955783265407314,0.0,0.0,1.7110680131102345,1.0
Kepler-1954,1,1,5.883430004,0.0625,0.0625,1.80235934,0.0,3.9,0.0,0.0,5840.0,0.849,0.942,-0.24,0.7696305909575235,0.0,0.0,2.163830437941415,1.0
Kepler-1955,1,1,14.26519966,0.11959,0.11959,1.16654878,0.0,1.69,0.0,0.0,5825.0,1.291,1.049,0.14,1.1542778545510648,0.0,0.0,1.4487178152978737,1.0
Kepler-1956,1,1,5.943719864,0.0563,0.0563,1.08940238,0.0,1.32,0.0,0.0,4391.0,0.682,0.671,0.04,0.7740583323161161,0.0,0.0,1.2116735048807221,1.0
Kepler-1957,1,1,2.186619997,0.0299,0.0299,0.94374867,0.0,0.79,0.0,0.0,4904.0,0.772,0.745,0.0,0.33977331548145473,0.0,0.0,0.8370872723984872,1.0
Kepler-1958,1,1,9.328619957,0.0856,0.0856,2.05124311,0.0,4.86,0.0,0.0,5749.0,0.864,0.961,-0.1,0.9698174005107019,0.0,0.0,2.369294978399708,1.0
Kepler-1959,1,1,6.38669014,0.0617,0.0617,1.14315727,0.0,1.57,0.0,0.0,5071.0,0.811,0.768,-0.02,0.8052758462108179,0.0,0.0,1.373389332510653,1.0
Kepler-196,1,3,63.415874933333335,0.138,0.4545,2.2668855766666667,0.381040405860189,5.826666666666667,1.6520996741520573,0.0,5128.0,0.782,0.839,0.03,1.8021979886851418,0.3165,9.47867298578199,2.5703399971490697,3.0
Kepler-1960,1,1,2.297940016,0.0354,0.0354,1.30749704,0.0,2.26,0.0,0.0,6371.0,1.072,1.117,-0.18,0.36133868794660695,0.0,0.0,1.728493396818703,1.0
Kepler-1961,1,1,5.604710102,0.0588,0.0588,1.6187808,0.0,3.25,0.0,0.0,5401.0,0.777,0.871,-0.16,0.7485531540661012,0.0,0.0,2.0076838074679415,1.0
Kepler-1962,1,1,7.991459846,0.0783,0.0783,1.21463929,0.0,1.95,0.0,0.0,5700.0,1.006,1.003,0.16,0.9026261216356692,0.0,0.0,1.6054148882340205,1.0
Kepler-1963,1,1,1.962260008,0.02915,0.02915,0.74437023,0.0,0.337,0.0,0.0,5726.0,0.979,0.915,-0.1,0.29275655276774293,0.0,0.0,0.4527317004604013,1.0
Kepler-1964,1,1,2.440829992,0.0322,0.0322,1.7810587,0.0,3.83,0.0,0.0,4803.0,0.698,0.752,-0.08,0.38753753111422423,0.0,0.0,2.150406384696922,1.0
Kepler-1965,1,1,41.86869812,0.22971,0.22971,1.35415138,0.0,2.4,0.0,0.0,5852.0,0.837,0.928,-0.3,1.62188945699607,0.0,0.0,1.7723276994334267,1.0
Kepler-1966,1,1,8.617429733,0.0763,0.0763,1.10479327,0.0,1.39,0.0,0.0,5009.0,0.84,0.797,0.16,0.9353777508331298,0.0,0.0,1.2581539349891222,1.0
Kepler-1967,1,1,7.281690121,0.06686,0.06686,0.73022577,0.0,0.315,0.0,0.0,4970.0,1.806,0.996,0.32,0.8622321931912678,0.0,0.0,0.43137343673861306,1.0
Kepler-1968,1,1,7.281099796,0.0696,0.0696,1.50004034,0.0,2.86,0.0,0.0,5008.0,0.788,0.844,0.18,0.8621969836068912,0.0,0.0,1.9066153914234065,1.0
Kepler-1969,1,1,6.647520065,0.0717,0.0717,1.68161001,0.0,3.47,0.0,0.0,6046.0,1.007,1.111,0.07,0.8226596568882422,0.0,0.0,2.063498658645592,1.0
Kepler-197,2,4,14.20907025,0.06,0.164,1.095,0.15673757260678328,2.25325,2.1026734371588307,0.1275,6004.0,1.12,0.857,-0.441,1.1525656614246678,0.10400000000000001,38.46153846153846,2.0577625570776257,2.0
Kepler-1972,1,2,9.436875,0.08006,0.10493,0.835,0.04666904755831214,2.065,0.06363961030678918,0.055,5818.0,1.384,1.12,0.23,0.9748282024608771,0.02486999999999999,80.41817450743872,2.4730538922155687,2.0
Kepler-1977,1,1,4.53702121,0.0486,0.0486,1.66,0.0,3.39,0.0,0.0,4805.0,0.688,0.769,-0.06,0.6567708095425056,0.0,0.0,2.0421686746987953,1.0
Kepler-1978,1,1,10.84969477,0.0914,0.0914,2.67,0.0,7.61,0.0,0.0,5251.0,0.778,0.869,-0.04,1.03541752052839,0.0,0.0,2.850187265917603,1.0
Kepler-198,1,3,22.88976581,0.02342,0.259,2.2733333333333334,0.6671081871280949,5.989999999999999,2.7567553391623276,0.0,5574.0,0.94,0.995,0.1142,1.3596413493392432,0.23558,12.73452754902793,2.6348973607038118,3.0
Kepler-1980,1,1,33.0257179,0.2049,0.2049,2.21,0.0,5.52,0.0,0.0,5819.0,0.99,1.049,0.14,1.5188522669109359,0.0,0.0,2.497737556561086,1.0
Kepler-1981,1,1,453.54212,1.3292,1.3292,9.23,0.0,62.5,0.0,0.0,5874.0,3.006,1.519,0.12,2.65661762576028,0.0,0.0,6.771397616468039,1.0
Kepler-1982,1,1,3.82315697,0.0511,0.0511,0.77,0.0,0.381,0.0,0.0,6202.0,1.122,1.213,0.21,0.5824221295140135,0.0,0.0,0.4948051948051948,1.0
Kepler-1983,1,1,7.32851947,0.0689,0.0689,2.33,0.0,6.04,0.0,0.0,5135.0,0.874,0.812,0.12,0.865016245998028,0.0,0.0,2.592274678111588,1.0
Kepler-1984,1,1,1.992812339,0.0238,0.0238,6.81,0.0,37.3,0.0,0.0,3638.0,0.42,0.45,-0.14,0.2994664035805487,0.0,0.0,5.477239353891336,1.0
Kepler-1985,1,1,3.42064689,0.0426,0.0426,2.27,0.0,5.77,0.0,0.0,5370.0,0.966,0.877,0.14,0.5341082447084448,0.0,0.0,2.541850220264317,1.0
Kepler-1986,1,1,19.5489666,0.1307,0.1307,1.89,0.0,4.23,0.0,0.0,5549.0,0.732,0.776,-0.54,1.2911238046076068,0.0,0.0,2.2380952380952386,1.0
Kepler-1987,1,4,5.095499759,0.0318,0.0765,1.7850000000000001,0.6580020263393319,4.07,2.5434228905158496,0.0,4769.0,0.714,0.799,0.12,0.7071867853850414,0.0447,89.48545861297539,2.280112044817927,4.0
Kepler-1988,1,1,11.49500229,0.1038,0.1038,1.53,0.0,2.96,0.0,0.0,6033.0,1.788,1.127,-0.1,1.060509062124155,0.0,0.0,1.934640522875817,1.0
Kepler-1989,1,1,10.161023528,0.0918,0.0918,4.62,0.0,19.3,0.0,0.0,6032.0,1.06,0.999,-0.14,1.0069374569807419,0.0,0.0,4.177489177489178,1.0
Kepler-199,1,2,45.365505999999996,0.158,0.316,3.1799999999999997,0.0989949493661169,10.225,0.5303300858899106,0.0,5644.0,0.967,0.96,0.0,1.65672575929535,0.158,12.658227848101266,3.215408805031447,2.0
Kepler-1990,1,2,2.9017928800000004,0.0286,0.0504,2.125,1.619274528917194,5.802,6.926818028503419,0.0,5751.0,1.071,1.028,0.21,0.4626664107608437,0.0218,91.74311926605505,2.7303529411764704,2.0
Kepler-1991,1,2,18.025500715,0.1065,0.1528,2.02,0.7778174593052021,4.945,3.0900566337852124,0.0,5478.0,1.053,0.914,0.16,1.2558873374547783,0.046299999999999994,43.19654427645789,2.448019801980198,2.0
Kepler-1992,1,1,15.6112238,0.1169,0.1169,0.91,0.0,0.693,0.0,0.0,5383.0,0.842,0.874,0.0,1.193436949747495,0.0,0.0,0.7615384615384615,1.0
Kepler-1993,1,1,26.6565737,0.1943,0.1943,4.15,0.0,16.1,0.0,0.0,5159.0,3.062,1.373,-0.04,1.4258043266678366,0.0,0.0,3.8795180722891565,1.0
Kepler-1994,1,1,4.61225043,0.053,0.053,0.51,0.0,0.087,0.0,0.0,5495.0,0.961,0.932,0.16,0.6639128800221377,0.0,0.0,0.17058823529411762,1.0
Kepler-1995,1,1,73.7578875,0.3259,0.3259,4.28,0.0,16.9,0.0,0.0,5029.0,0.93,0.847,0.48,1.8678084695934145,0.0,0.0,3.948598130841121,1.0
Kepler-1996,1,2,62.5529539,0.1789,0.3608,2.535,0.38890872965260115,7.015000000000001,1.8172644276494274,0.0,4580.0,0.675,0.748,0.08,1.7962478229371879,0.1819,10.995052226498075,2.767258382642998,2.0
Kepler-1997,1,1,26.7575866,0.1815,0.1815,2.28,0.0,5.82,0.0,0.0,6215.0,1.052,1.111,-0.06,1.427446939679901,0.0,0.0,2.5526315789473686,1.0
Kepler-1998,1,1,3.03267135,0.0405,0.0405,0.6,0.0,0.156,0.0,0.0,5640.0,0.921,0.962,0.06,0.48182534845274827,0.0,0.0,0.26,1.0
Kepler-1999,1,1,8.7396758,0.0713,0.0713,3.29,0.0,10.8,0.0,0.0,4406.0,0.628,0.632,-0.24,0.9414953226936169,0.0,0.0,3.2826747720364744,1.0
Kepler-20,2,6,25.463075583333335,0.04565,0.3474,2.292666666666667,1.4516558361631957,9.386666666666667,7.336785853946308,0.09616666666666666,5495.0,0.9164,0.929,0.07,1.4059108591840772,0.30174999999999996,19.884009942004973,4.0942134341378305,3.0
Kepler-200,1,2,9.408480999999998,0.08,0.09,1.8599999999999999,0.3818376618407355,4.165,1.4354267658086914,0.0,5678.0,0.944,0.972,-0.006,0.9735195122084561,0.009999999999999995,200.0000000000001,2.239247311827957,2.0
Kepler-2000,1,2,13.5005969675,0.0562,0.1228,2.15,0.820243866176395,5.495,3.4011836175072943,0.0,3757.0,0.576,0.581,0.48,1.1303529724919754,0.0666,30.030030030030026,2.5558139534883724,2.0
Kepler-2001,1,2,7.591297096000001,0.0197,0.1084,1.4300000000000002,0.551543289325507,2.545,2.015254326381661,0.0,5081.0,0.77,0.864,0.12,0.8803159884786487,0.0887,22.547914317925592,1.7797202797202796,2.0
Kepler-201,1,2,88.77807050000001,0.175,0.573,2.6550000000000002,0.27577164466275345,7.5600000000000005,1.329360748630709,0.0,6065.0,1.229,1.098,-0.0442,1.9483057018482914,0.39799999999999996,5.025125628140704,2.847457627118644,2.0
Kepler-202,1,2,10.17596,0.045,0.113,1.74,0.1555634918610406,3.685,0.5586143571373726,0.0,4668.0,0.667,0.683,-0.21,1.007575391168586,0.068,29.41176470588235,2.117816091954023,2.0
Kepler-203,1,3,6.621021333333334,0.043,0.1,2.16,0.6255397669213366,263.6433333333333,421.32329348533926,0.0,5821.0,1.114,1.06,0.08,0.8209249872068003,0.05700000000000001,52.63157894736841,122.05709876543209,3.0
Kepler-204,1,2,20.0307835,0.117,0.173,2.16,0.5232590180780452,5.4,2.177888886054567,0.0,5812.0,1.238,1.038,0.07,1.3016979369656527,0.05599999999999998,35.71428571428573,2.5,2.0
Kepler-205,1,2,11.531093,0.032,0.122,1.575,0.0919238815542511,3.1100000000000003,0.3111269837220807,0.0,4321.0,0.546,0.592,-0.1254,1.0618704748030279,0.09,22.22222222222222,1.974603174603175,2.0
Kepler-206,1,3,14.787422666666666,0.078,0.163,1.3866666666666667,0.33201405592735583,2.486666666666667,1.120461214560028,0.0,5764.0,1.185,0.957,0.0213,1.1698924864253186,0.085,35.29411764705882,1.7932692307692308,3.0
Kepler-207,1,3,3.517170333333333,0.029,0.068,2.1266666666666665,1.0253942331285724,5.6499999999999995,4.63466287878633,0.0,5920.0,1.588,1.313,0.29,0.5461934013096794,0.03900000000000001,76.9230769230769,2.656739811912226,3.0
Kepler-208,1,4,9.77162675,0.054,0.132,1.4249999999999998,0.17972200755611423,2.615,0.5922555754627107,0.0,6092.0,1.314,1.082,-0.0423,0.9899668697308678,0.07800000000000001,51.28205128205127,1.835087719298246,4.0
Kepler-209,1,2,28.9188635,0.122,0.231,2.6799999999999997,0.5939696961967003,7.765000000000001,2.8779245994292486,0.0,5513.0,0.935,0.971,0.11,1.4611812213549544,0.10900000000000001,18.348623853211006,2.897388059701493,2.0
Kepler-21,2,1,2.7858212,0.0434,0.0434,1.639,0.0,7.5,0.0,0.0,6305.0,1.902,1.408,-0.03,0.44495323902791506,0.0,0.0,4.575960951799878,0.5
Kepler-210,1,2,5.212873500000001,0.032,0.07,3.2800000000000002,0.4808326112068523,10.88,2.7152900397563426,0.0,4559.0,0.65,0.77,0.2772,0.7170771860974499,0.038000000000000006,52.63157894736841,3.317073170731707,2.0
Kepler-211,1,2,5.0895125,0.048,0.062,1.275,0.021213203435596524,10.215,11.433916651786475,0.0,5123.0,0.816,0.867,0.151,0.706676185342779,0.013999999999999999,142.85714285714286,8.011764705882353,2.0
Kepler-212,1,2,24.031378,0.133,0.207,1.915,1.1667261889578036,4.635,4.68811795926681,0.0,5852.0,1.455,1.166,0.22,1.3807786747005892,0.07399999999999998,27.027027027027035,2.4203655352480418,2.0
Kepler-213,1,2,3.6426610000000004,0.036,0.057,1.98,0.5091168824543141,4.67,1.9940411229460642,0.0,5696.0,1.195,1.07,0.15,0.5614187560127497,0.021000000000000005,95.23809523809521,2.3585858585858586,2.0
Kepler-214,1,2,22.220172,0.13,0.194,2.37,0.33941125496954294,6.25,1.5132085117392122,0.0,6169.0,1.352,1.11,-0.02,1.346747416367305,0.064,31.25,2.6371308016877637,2.0
Kepler-215,1,4,30.76330325,0.084,0.314,1.8825,0.34480670913812955,8.5875,10.010985216251196,0.0,5739.0,1.027,0.788,-0.4425,1.4880329665723213,0.22999999999999998,17.39130434782609,4.561752988047809,4.0
Kepler-216,1,2,12.550155,0.079,0.136,2.6950000000000003,0.4879036790187176,7.800000000000001,2.3758787847867997,0.0,6091.0,1.26,1.126,-0.1489,1.0986490895803243,0.05700000000000001,35.08771929824561,2.8942486085343226,2.0
Kepler-217,1,3,5.94928075,0.0534,0.089,1.8,0.45705579528105755,3.9933333333333336,1.6517061885617954,0.0,6171.0,1.799,1.342,-0.07,0.7744644640163785,0.03559999999999999,84.26966292134833,2.218518518518519,3.0
Kepler-218,1,3,57.61445923333333,0.046,0.49884,2.4266666666666667,0.8542443054146357,6.783333333333332,3.6672105657206724,0.0,5502.0,1.063,1.019,0.37,1.7605314899719382,0.45284,6.624856461443335,2.7953296703296697,3.0
