hostname,num_stars,num_planets,orbital_period_mean,inner_orbit,outer_orbit,planet_radius_mean,planet_radius_std,planet_mass_mean,planet_mass_std,eccentricity_mean,stellar_temp,stellar_radius,stellar_mass,stellar_metallicity,log_orbital_period_mean,orbital_span,system_compactness,mass_to_radius_ratio,planet_per_star_ratio
HD 161178,1,1,279.3,0.85,0.85,14.1,0.0,181.16219199,0.0,0.044,4786.0,10.95,1.06,-0.21,2.446070935701005,0.0,0.0,12.848382410638298,1.0
HD 16141,2,1,75.523,0.36,0.36,10.9,0.0,82.6358,0.0,0.25,5757.0,1.48,1.11,0.13,1.8780792331116247,0.0,0.0,7.581266055045871,0.5
HD 16175,1,1,990.0,2.12,2.12,12.8,0.0,1875.1876013,0.0,0.6,5981.0,1.72,1.63,0.3,2.99563519459755,0.0,0.0,146.4990313515625,1.0
HD 162020,1,1,8.4282,0.08,0.08,12.5,0.0,3127.4472,0.0,0.28,4723.0,0.75,0.42,-0.1,0.925734832805284,0.0,0.0,250.195776,1.0
HD 163607,1,2,673.61015,0.362,2.39,13.600000000000001,0.4242640687119289,474.297709,318.5461191901312,0.41204999999999997,5522.0,1.76,1.12,0.21,2.8284086225173954,2.028,0.9861932938856016,34.87483154411764,2.0
HD 16417,2,1,17.24,0.14,0.14,5.0,0.0,22.1,0.0,0.2,5841.0,1.639984,1.2,0.06,1.236537261488694,0.0,0.0,4.42,0.5
HD 164509,2,1,280.17,0.87,0.87,14.3,0.0,140.79869,0.0,0.238,5859.0,1.11,1.12,0.2,2.4474216301218403,0.0,0.0,9.846062237762236,0.5
HD 164595,2,1,40.0,0.23,0.23,4.16,0.0,16.14,0.0,0.088,5790.0,1.023606,0.99,-0.04,1.6020599913279623,0.0,0.0,3.8798076923076925,0.5
HD 164604,1,2,3020.45,1.362,5.556,12.4,0.141421356237309,3607.35241945,831.5329008206463,0.3375,4663.0,0.78,0.77,0.12,3.480071650890241,4.194,0.47687172150691465,290.91551769758064,2.0
HD 164922,1,4,334.24025,0.103,2.16,5.505,5.25507056723948,35.8800300675,53.54800556484013,0.10149999999999999,5390.0,0.946,0.926,0.18,2.5240587474734157,2.057,1.9445794846864366,6.517716633514987,4.0
HD 165131,1,1,2342.6,3.54,3.54,12.1,0.0,5943.3912109,0.0,0.6708,5870.0,1.06419,1.06,0.06,3.369698138949881,0.0,0.0,491.1893562727273,1.0
HD 165155,1,1,434.5,1.13,1.13,13.2,0.0,918.5287,0.0,0.2,5426.0,0.95,1.02,0.09,2.6379897807846855,0.0,0.0,69.58550757575757,1.0
HD 1666,1,1,270.0,0.94,0.94,12.7,0.0,2040.0,0.0,0.63,6317.0,1.93,1.5,0.37,2.4313637641589874,0.0,0.0,160.62992125984252,1.0
HD 166724,1,1,5144.0,5.42,5.42,13.0,0.0,1207.7479466,0.0,0.734,5127.0,0.797485,0.81,-0.09,3.7113009599161657,0.0,0.0,92.9036882,1.0
HD 167042,1,1,417.67,1.22,1.22,13.6,0.0,444.00628458,0.0,0.01,4919.0,4.63,1.39,-0.01,2.620833282298022,0.0,0.0,32.647520925,1.0
HD 167677,1,1,1820.0,2.877,2.877,13.2,0.0,905.81095995,0.0,0.182,5474.0,0.95271,0.96,-0.29,3.2600713879850747,0.0,0.0,68.62204242045455,1.0
HD 167768,1,1,20.6532,0.1512,0.1512,13.9,0.0,270.15414595,0.0,0.149,4851.0,9.7,1.08,-0.67,1.3149873506497283,0.0,0.0,19.43555006834532,1.0
HD 168009,1,1,15.1479,0.1192,0.1192,3.05,0.0,9.53485221,0.0,0.12,5778.33,1.209505,0.986073,0.0183,1.1803524294305987,0.0,0.0,3.1261810524590166,1.0
HD 168443,1,2,905.610735,0.292,2.842,12.399999999999999,0.2828427124746186,3962.3667500700003,2175.020382196357,0.37,5491.0,1.711479,0.98,0.04,2.9569415619489123,2.5500000000000003,0.784313725490196,319.5457056508065,2.0
HD 168746,1,1,6.404,0.07,0.07,11.1,0.0,85.8141,0.0,0.11,5570.0,1.09,1.07,-0.08,0.8064513232472621,0.0,0.0,7.731,1.0
HD 168863,1,1,14773.93272,10.961,10.961,12.7,0.0,2154.87659946,0.0,0.187,4905.0,0.777826,0.8,0.16,4.169496116926793,0.0,0.0,169.67532279212597,1.0
HD 1690,1,1,533.0,1.36,1.36,12.5,0.0,2793.7257,0.0,0.64,4374.0,21.66,1.86,-0.27,2.7267272090265724,0.0,0.0,223.498056,1.0
HD 16905,1,1,10256.0,8.8,8.8,12.4,0.0,3591.4609991,0.0,0.68,4866.12,0.77494,0.85,0.2405,4.010978012174742,0.0,0.0,289.6339515403226,1.0
HD 169830,1,2,1022.248555,0.765,3.075,12.899999999999999,0.4242640687119276,1620.9248757,1154.7070390272388,0.27,6300.0,1.935709,1.17,0.21,3.009556505329607,2.31,0.8658008658008658,125.6530911395349,2.0
HD 170469,2,1,1145.0,2.24,2.24,14.1,0.0,209.7678,0.0,0.11,5842.0,1.24,1.1,0.29,3.0588054866759067,0.0,0.0,14.877148936170213,0.5
HD 17092,1,1,359.89999,1.31,1.31,12.5,0.0,3219.6179,0.0,0.17,4326.0,13.58,6.73,0.18,2.5561818345858236,0.0,0.0,257.569432,1.0
HD 171028,1,1,550.0,1.32,1.32,13.2,0.0,832.7146,0.0,0.59,5671.0,2.47,1.53,-0.48,2.7403626894942437,0.0,0.0,63.0844393939394,1.0
HD 171238,1,1,1515.0,2.518,2.518,12.5,0.0,2796.8899816,0.0,0.358,5467.0,1.01,0.92,0.2,3.180412632838324,0.0,0.0,223.75119852799997,1.0
HD 17156,1,1,21.2164294,0.1632,0.1632,12.26262489,0.0,1036.12060682,0.0,0.6772,6046.0,1.517,1.285,0.208,1.3266722965136764,0.0,0.0,84.49419403385174,1.0
HD 173416,1,1,322.03,1.158,1.158,13.4,0.0,585.12209729,0.0,0.208,4683.0,13.5,2.0,-0.22,2.5078963320298726,0.0,0.0,43.66582815597015,1.0
HD 174205,1,1,582.0,1.7,1.7,13.0,0.0,1334.8793094,0.0,0.4,4308.0,26.6,1.8,-0.28,2.7649229846498886,0.0,0.0,102.6830238,1.0
HD 175167,1,1,1175.0,2.4,2.4,12.3,0.0,4703.8604236,0.0,0.51,5635.0,1.75,1.09,0.28,3.070037866607755,0.0,0.0,382.42767671544715,1.0
HD 175541,1,1,298.43,0.975,0.975,14.1,0.0,190.06234,0.0,0.11,5013.0,4.19,1.39,-0.07,2.4748424789198213,0.0,0.0,13.479598581560284,1.0
HD 17674,1,1,623.8,1.42,1.42,13.9,0.0,276.5121,0.0,0.13,5904.0,1.18,0.98,-0.16,2.795045370421125,0.0,0.0,19.89295683453237,1.0
HD 176986,1,3,28.226679999999998,0.062956,0.28149,2.49,0.0,1197.50002926,1075.403036720707,0.0885,4931.0,0.782,0.789,0.03,1.4506597997738524,0.218534,13.727840976690125,480.92370653012046,3.0
HD 177565,1,1,44.505,0.246,0.246,4.0,0.0,15.1,0.0,0.0593,5627.0,0.971489,1.0,0.0812,1.6484088053725232,0.0,0.0,3.775,1.0
HD 177830,2,2,260.500005,0.5137,1.14,10.685,3.9810111780802626,292.4026,346.10062654092377,0.2,4901.0,3.26,1.7,0.42,2.4158077359713297,0.6262999999999999,3.193357815743255,27.36570893776322,1.0
HD 178911 B,3,1,71.484,0.34,0.34,12.6,0.0,2552.1749,0.0,0.11,5588.0,1.08,1.24,0.24,1.8542088461464694,0.0,0.0,202.5535634920635,0.3333333333333333
HD 179949,1,1,3.092514,0.0443,0.0443,13.9,0.0,291.12,0.0,0.022,6168.0,1.266865,1.21,0.137,0.4903116743832873,0.0,0.0,20.94388489208633,1.0
HD 180053,1,1,213.72,0.843,0.843,13.3,0.0,697.31902,0.0,0.081,5131.0,4.06,1.75,0.25,2.3298451655108683,0.0,0.0,52.4300015037594,1.0
HD 18015,1,1,2278.0,3.87,3.87,13.1,0.0,1048.8337431,0.0,0.148,5603.0,3.13,1.49,-0.14,3.3575537197430814,0.0,0.0,80.06364451145038,1.0
HD 180314,1,1,394.73,1.448,1.448,12.0,0.0,7216.92963775,0.0,0.247,4917.0,9.2,2.6,0.2,2.59630013460261,0.0,0.0,601.4108031458334,1.0
HD 180617,2,1,105.911,0.343,0.343,3.53,0.0,12.214,0.0,0.101,3534.0,0.481,0.484,-0.04,2.02494106861748,0.0,0.0,3.4600566572237965,0.5
HD 180902,2,1,510.9,1.4,1.4,13.5,0.0,535.54355,0.0,0.107,4961.0,4.16,1.41,0.04,2.7083359026822635,0.0,0.0,39.66989259259259,0.5
HD 181234,1,1,7593.40512,7.427,7.427,12.5,0.0,2980.91262925,0.0,0.726,5386.0,1.059423,0.94,0.32,3.880436570783626,0.0,0.0,238.47301034,1.0
HD 181342,1,1,564.1,1.592,1.592,13.2,0.0,807.2882,0.0,0.022,4945.0,4.71,1.69,0.26,2.7513560997253936,0.0,0.0,61.15819696969697,1.0
HD 18143,1,2,14496.35137,0.088,17.53,7.89,6.519524522539968,1594.2272895150002,2239.295628049231,0.20900000000000002,5078.0,0.87,0.85,0.28,4.161258707112727,17.442,0.11466574934067195,202.0566906863118,2.0
HD 181433,1,3,2641.3248333333336,0.0828,6.74,13.2,0.0,1591.2608910466668,682.0503815201886,0.3600666666666667,4918.0,0.79,0.86,0.4012,3.421821814553825,6.6572000000000005,0.45063990867031184,120.55006750353537,3.0
HD 181720,1,1,956.0,1.85,1.85,14.0,0.0,127.132,0.0,0.26,5736.0,1.5,1.03,-0.62,2.9804578922761,0.0,0.0,9.080857142857143,1.0
HD 183263,1,2,2646.4262249999997,1.46,5.585,12.8,0.4242640687119289,2031.082434935,1312.2488129415963,0.217,5948.0,1.23,1.06,0.2776,3.4226597915742194,4.125,0.48484848484848486,158.67831522929686,2.0
HD 183579,1,1,17.471291,0.1322,0.1322,3.49,0.0,20.4,0.0,0.061,5784.0,0.96,0.996,-0.038,1.2423249973390142,0.0,0.0,5.845272206303724,1.0
HD 184010,1,3,535.7666666666667,0.94,1.92,12.733333333333334,1.3650396819628856,112.29937047333334,26.654670083926675,0.0,4971.0,4.86,1.35,-0.17,2.728975689986904,0.98,3.061224489795918,8.819322288481676,3.0
HD 18438,1,1,803.0,2.1,2.1,12.1,0.0,6674.396547,0.0,0.1,3860.0,88.475,1.84,-0.4,2.904715545278681,0.0,0.0,551.6030204132231,1.0
HD 185269,3,1,6.83776,0.077,0.077,13.8,0.0,321.0083,0.0,0.229,5923.0,2.0,1.3,0.11,0.8349138533332224,0.0,0.0,23.261471014492752,0.3333333333333333
HD 185283,1,1,4060.0,4.6,4.6,13.6,0.0,413.1769291,0.0,0.07,4848.0,0.743303,0.8,-0.06,3.6085260335771943,0.0,0.0,30.38065655147059,1.0
HD 18599,2,1,4.1374354,0.048,0.048,2.6,0.0,24.1,0.0,0.34,5145.0,0.767,0.863,0.0,0.616731225963823,0.0,0.0,9.26923076923077,0.5
HD 187085,1,1,1019.74,2.1,2.1,13.9,0.0,265.70588,0.0,0.251,6117.0,1.27,1.189,0.12,3.0084894551353805,0.0,0.0,19.115530935251797,1.0
HD 187123,1,2,1906.5482914,0.0426,4.89,13.7,0.7071067811865476,539.192764045,527.4659697353441,0.13115,5790.0,1.15043,1.04,0.09,3.280247810093786,4.8473999999999995,0.41259231753104764,39.35713606167884,2.0
HD 18742,1,1,766.0,1.82,1.82,13.1,0.0,1080.622,0.0,0.04,4940.0,5.13,1.36,-0.04,2.884228769632604,0.0,0.0,82.4902290076336,1.0
HD 188015,2,1,461.2,1.203,1.203,13.6,0.0,476.72,0.0,0.137,5746.0,1.125296,1.09,0.289,2.6638892986226614,0.0,0.0,35.05294117647059,0.5
HD 188641,1,1,14583.81038,12.027,12.027,11.9,0.0,9333.03117155,0.0,0.034,5897.32,1.94492,1.07,-0.08,4.1638710089481386,0.0,0.0,784.2883337436974,1.0
HD 189567,1,2,23.988,0.111,0.197,2.6950000000000003,0.21920310216782993,7.75,1.0606601717798212,0.1745,5726.0,1.04,0.83,-0.24,1.3799940401657418,0.08600000000000001,23.25581395348837,2.8756957328385897,2.0
HD 189733,2,1,2.21857567,0.03126,0.03126,12.66617,0.0,359.1479,0.0,0.0,5052.0,0.75,0.79,-0.02,0.34607424599059544,0.0,0.0,28.35489338924079,0.5
HD 190007,1,1,11.724128,0.092,0.092,4.06,0.0,15.5,0.0,0.136,4610.0,0.79,0.77,0.16,1.0690805512701704,0.0,0.0,3.817733990147784,1.0
HD 190228,1,1,1143.59858,2.406,2.406,12.9,0.0,1598.67688721,0.0,0.559,5360.0,2.58658,1.415,-0.24,3.058273607425242,0.0,0.0,123.92844086899224,1.0
HD 190360,2,2,1454.55865,0.1296,3.963,9.47,5.699280656363573,279.68899816000004,359.58179494946876,0.24170000000000003,5552.0,1.201,0.991,0.25,3.1627312373450818,3.8334,0.5217300568685762,29.534213110876454,1.0
HD 190647,1,1,1176.45,2.231,2.231,13.4,0.0,630.89255,0.0,0.224,5656.0,1.376,1.069,0.23,3.070573474065772,0.0,0.0,47.081533582089556,1.0
HD 190984,1,1,4885.0,5.5,5.5,13.0,0.0,1137.82569706,0.0,0.57,5988.0,1.53,0.91,-0.48,3.688864568054792,0.0,0.0,87.52505362000001,1.0
HD 191806,1,1,1603.38923,2.749,2.749,12.5,0.0,2966.61035094,0.0,0.213,6010.0,1.40223,1.07,0.3,3.2050389621057755,0.0,0.0,237.3288280752,1.0
HD 191939,1,6,559.8221842666667,0.0804,3.71,6.59,5.04906228917806,176.9743020266667,364.1102757055601,0.026166666666666668,5348.0,0.94,0.81,-0.15,2.7480501044082803,3.6296,1.6530747189772979,26.854977545776432,6.0
HD 192263,1,1,24.3556,0.15,0.15,14.2,0.0,177.9848,0.0,0.05,4976.0,0.74,0.66,0.03,1.3865988328804622,0.0,0.0,12.534140845070423,1.0
HD 192310,1,2,300.26,0.32,1.18,4.76,0.6929646455628169,20.45,5.020458146424488,0.225,5166.0,0.857922,0.8,-0.04,2.477497480263115,0.8599999999999999,2.3255813953488373,4.296218487394958,2.0
HD 192699,1,1,340.94,1.063,1.063,13.4,0.0,666.17168,0.0,0.082,5041.0,4.41,1.38,-0.15,2.532677956817581,0.0,0.0,49.71430447761194,1.0
HD 194490,1,1,13092.18348,11.116,11.116,12.4,0.0,3561.90295725,0.0,0.251,5861.32,1.14911,1.06,0.08,4.117012083085186,0.0,0.0,287.25023848790323,1.0
HD 195019,2,1,18.20132,0.14,0.14,13.0,0.0,1264.9634,0.0,0.01,5751.0,1.48,1.21,0.05,1.2601028851239897,0.0,0.0,97.30487692307693,0.5
HD 196050,3,1,1392.0,2.65,2.65,12.9,0.0,1493.7935129,0.0,0.2,5879.0,1.42,1.27,0.229,3.1436392352745433,0.0,0.0,115.7979467364341,0.3333333333333333
HD 196067,2,2,1709.1505439999999,4.71,4.71,7.805,6.498311319104372,1816.8219199,2554.6663784906245,0.39896,6072.0,1.71,1.16,0.213,3.232780317576797,0.0,0.0,232.77667135169764,1.0
HD 19615,1,1,402.0,1.1,1.1,12.6,0.0,2701.5414595,0.0,0.2,4263.0,32.3,1.1,-0.31,2.60422605308447,0.0,0.0,214.40805234126987,1.0
HD 196885 A,2,1,1333.0,2.37,2.37,13.2,0.0,819.97,0.0,0.48,6254.0,1.31,1.28,0.22,3.1248301494138593,0.0,0.0,62.1189393939394,0.5
HD 197037,2,1,1035.7,2.07,2.07,13.9,0.0,251.0,0.0,0.22,6150.0,1.105,1.11,-0.2,3.015233976246708,0.0,0.0,18.057553956834532,0.5
HD 199509,1,1,99.62167,0.426,0.426,7.43,0.0,43.22466335,0.0,0.373,5796.02,0.92,1.04,-0.3075,1.9983538177186464,0.0,0.0,5.817585915208614,1.0
HD 19994,3,1,466.2,1.305,1.305,13.6,0.0,435.41,0.0,0.063,6188.0,1.79647,1.365,0.27,2.668572269184558,0.0,0.0,32.01544117647059,0.3333333333333333
HD 20003,1,2,22.88605,0.0974,0.1964,3.66,0.3252691193458118,13.05,1.965756851698601,0.22999999999999998,5494.0,0.921637,0.875,0.04,1.3595708424240178,0.09899999999999999,20.202020202020204,3.5655737704918034,2.0
HD 200964,1,2,729.4,1.565,1.96,13.6,0.141421356237309,447.027895,86.52480308184036,0.16499999999999998,4982.0,4.92,1.39,-0.15,2.8629657589777624,0.395,5.063291139240506,32.86969816176471,2.0
HD 202206,2,1,1260.0,2.41,2.41,12.2,0.0,5689.157,0.0,0.22,5766.0,1.04,1.07,0.3,3.100370545117563,0.0,0.0,466.32434426229514,0.5
HD 202772 A,2,1,3.308958,0.05208,0.05208,17.317905,0.0,323.23311,0.0,0.038,6272.0,2.591,1.72,0.3,0.5196912547742379,0.0,0.0,18.66467739602452,0.5
HD 20329,1,1,0.926118,0.018,0.018,1.72,0.0,7.42,0.0,0.0,5596.0,1.13,0.9,-0.07,-0.03333367478247137,0.0,0.0,4.313953488372093,1.0
HD 203387,1,2,1496.803735,1.771,5.067,12.85,0.3535533905932738,1742.49424138,900.0781804864246,0.46699999999999997,5174.32,10.5852,2.817,0.05,3.1751648581957657,3.2960000000000003,0.6067961165048543,135.60266469883268,2.0
HD 2039,1,1,1120.0,2.2,2.2,12.7,0.0,1999.1507,0.0,0.71,5945.0,1.19,1.23,0.3,3.0492180226701815,0.0,0.0,157.4134409448819,1.0
HD 204313,1,3,3133.906933333333,0.211,7.457,9.803333333333333,4.770223614604806,2117.3728474333334,2490.0886972437324,0.13733333333333334,5767.0,1.1,1.03,0.18,3.496086095214919,7.2459999999999996,0.41402152911951423,215.98498953757226,3.0
HD 204941,2,1,1733.0,2.55,2.55,10.1,0.0,73.1009,0.0,0.37,5026.0,0.78,0.58,-0.19,3.238798562713917,0.0,0.0,7.237712871287129,0.5
HD 205739,1,1,279.8,0.896,0.896,13.6,0.0,435.41,0.0,0.27,6176.0,1.33,1.22,0.19,2.446847710155809,0.0,0.0,32.01544117647059,1.0
HD 206610,1,1,673.2,1.74,1.74,13.4,0.0,647.10188,0.0,0.1,4842.0,6.12,1.55,0.14,2.8281441073037863,0.0,0.0,48.29118507462687,1.0
HD 207496,1,1,6.441008,0.0629,0.0629,2.25,0.0,6.1,0.0,0.231,4819.0,0.769,0.8,0.095,0.8089538385680672,0.0,0.0,2.711111111111111,1.0
HD 20781,2,5,33.467325,0.0529,0.3374,2.615,1.1621101496846158,7.975,5.389628929713065,0.09,5256.0,0.833609,0.7,-0.11,1.5246210011487555,0.2845,17.574692442882252,3.0497131931166344,2.5
HD 20782,2,5,597.0643,1.3649,1.3649,13.6,0.0,472.83,0.0,0.95,5782.13,1.12681,1.04,-0.0537,2.7760211043813845,0.0,0.0,34.76691176470588,2.5
HD 207832,3,2,657.885,0.586,2.112,14.1,0.141421356237309,205.00035,38.20575720496845,0.2335,5726.0,0.89,1.05,0.14,2.818149984449331,1.5260000000000002,1.310615989515072,14.539031914893616,0.6666666666666666
HD 207897,1,1,16.20166,0.117,0.117,2.34302132,0.0,14.8,0.0,0.0,5106.0,0.7827,0.8208,-0.03,1.2095595140430015,0.0,0.0,6.316630528995784,1.0
HD 20794,1,4,225.6535,0.1257,1.3541,1.95,0.35279833710870373,4.5225,1.309360530946309,0.22025,5368.0,0.93,0.79,-0.42,2.3534420740356388,1.2284000000000002,3.25626831650928,2.3192307692307694,4.0
HD 208487,1,1,129.36,0.53,0.53,14.3,0.0,146.20106722,0.0,0.37,6134.0,1.16,1.15,0.09,2.1118000068983447,0.0,0.0,10.223850854545454,1.0
HD 208527,1,1,875.5,2.1,2.1,12.5,0.0,3146.4,0.0,0.08,4035.0,51.1,1.6,-0.09,2.942256150419465,0.0,0.0,251.71200000000002,1.0
HD 20868,1,1,380.85001,0.95,0.95,13.7,0.0,397.2875,0.0,0.75,4802.0,0.76,0.39,0.05,2.580753971332698,0.0,0.0,28.99908759124088,1.0
HD 208897,1,1,358.27,1.063,1.063,13.7,0.0,379.48711796,0.0,0.02,4860.0,4.98,1.25,0.21,2.554210443723098,0.0,0.0,27.699789632116786,1.0
HD 209458,1,1,3.52474859,0.04707,0.04707,15.58051,0.0,232.0159,0.0,0.0,6091.0,1.19,1.23,0.01,0.5471281454778968,0.0,0.0,14.891418830320701,1.0
HD 210193,1,1,649.918,1.487,1.487,14.3,0.0,153.1,0.0,0.24,5790.0,1.05971,1.04,0.13,2.8128585652674563,0.0,0.0,10.706293706293705,1.0
HD 210277,1,1,442.19,1.13,1.13,13.6,0.0,410.0007,0.0,0.48,5538.0,1.07,1.01,0.22,2.6456089169086248,0.0,0.0,30.14711029411765,1.0
HD 210702,1,1,355.5,1.079,1.079,13.6,0.0,481.5100366,0.0,0.071,4912.0,4.54,1.33,-0.02,2.550839605065785,0.0,0.0,35.40514975,1.0
HD 211403,1,1,223.8,0.768,0.768,12.8,0.0,1760.76937478,0.0,0.084,6273.0,1.206,1.2,0.18,2.3498600821923312,0.0,0.0,137.56010740468747,1.0
HD 211810,1,1,1558.0,2.656,2.656,14.0,0.0,212.9461,0.0,0.68,5652.0,1.13,1.03,0.17,3.1925674533365456,0.0,0.0,15.210435714285714,1.0
HD 212301,2,1,2.24571,0.03,0.03,14.2,0.0,162.0933,0.0,0.0,6239.0,1.16,1.55,0.18,0.3513536728820782,0.0,0.0,11.415021126760564,0.5
HD 212771,1,1,380.7,1.19,1.19,13.3,0.0,759.6137,0.0,0.076,5003.0,5.27,1.56,-0.21,2.580582876814367,0.0,0.0,57.11381203007519,1.0
HD 213240,2,1,882.70001,1.89,1.89,12.8,0.0,1655.88600047,0.0,0.42,5979.0,1.51,1.57,0.15,2.9458131315074074,0.0,0.0,129.36609378671875,0.5
HD 213472,1,1,17000.0,13.0,13.0,13.1,0.0,1112.3994245,0.0,0.53,5729.54,1.433902,1.048132,0.1249,4.230448921378274,0.0,0.0,84.91598660305343,1.0
HD 213519,1,1,11.12214,0.099,0.099,2.99,0.0,9.2170238,0.0,0.413,5840.0,1.08287,1.05,0.01,1.046188357459529,0.0,0.0,3.0826166555183945,1.0
HD 213885,1,2,2.8965325,0.02012,0.056798,3.2275,2.0965716062181134,14.39,7.863027406794408,0.0,5978.0,1.1011,1.068,-0.04,0.46187840578224554,0.036678,54.52860025083156,4.458559256390395,2.0
HD 21411,1,1,84.288,0.362,0.362,9.52,0.0,65.9,0.0,0.4,5605.0,0.825605,0.89,-0.265,1.925765748945671,0.0,0.0,6.922268907563026,1.0
HD 214823,2,1,1854.84424,3.08,3.08,12.1,0.0,5914.78665427,0.0,0.161,6215.0,2.04,1.115,0.17,3.268307445730749,0.0,0.0,488.8253433280992,0.5
HD 21520,1,1,25.1292,0.1726,0.1726,2.697,0.0,17.7,0.0,0.0,5871.0,1.044,1.09,0.049,1.4001786628418458,0.0,0.0,6.562847608453837,1.0
HD 215497,1,2,284.96702,0.05,1.31,13.0,0.0,850.0320745199999,1044.809852947929,0.315,5110.0,0.85,0.67,0.2,2.4547946008477988,1.26,1.5873015873015872,65.3870826553846,2.0
HD 216435,1,1,1311.0,2.56,2.56,13.7,0.0,400.4,0.0,0.07,5999.0,1.800029,1.3,0.244,3.117602691690084,0.0,0.0,29.226277372262775,1.0
HD 216437,1,1,1359.0,2.57,2.57,13.0,0.0,1334.8793094,0.0,0.31,5909.0,1.394,1.22,0.2,3.1332194567324945,0.0,0.0,102.6830238,1.0
HD 216520,1,2,94.94,0.198,0.528,3.105,0.10606601717798238,9.85,0.5798275605729691,0.105,5103.0,0.76,0.82,-0.16,1.9774492273823412,0.33,6.0606060606060606,3.1723027375201287,2.0
HD 216536,1,1,148.60001,0.61,0.61,13.8,0.0,333.7215,0.0,0.38,4639.0,9.83,0.81,-0.17,2.1720188386502945,0.0,0.0,24.182717391304347,1.0
HD 216770,1,1,118.45,0.46,0.46,14.1,0.0,181.1631,0.0,0.37,5399.0,0.93,0.74,0.27,2.073535065058784,0.0,0.0,12.848446808510637,1.0
HD 21693,1,2,38.20715,0.1455,0.2586,3.57,1.0889444430272832,12.8,6.462955980045044,0.095,5430.0,0.914378,0.8,0.0,1.582144643408486,0.1131,17.68346595932803,3.585434173669468,2.0
HD 217107,1,2,2572.9135083,0.07359,5.922,13.25,0.49497474683058273,924.245007555,657.1357302715685,0.2601,5622.0,1.2245,1.045,0.37,3.41042518710448,5.848409999999999,0.34197328846643793,69.75434019283018,2.0
HD 217786,2,2,651.94115,0.038,2.446,7.455,6.851864709697646,2204.93457356,3107.910401470506,0.355,5966.0,1.27,1.14,-0.135,2.8142083942230522,2.4080000000000004,0.830564784053156,295.765871704896,1.0
HD 217958,1,1,2560.19774,3.758,3.758,14.2,0.0,166.54208527,0.0,0.156,5930.64,1.32619,1.08,0.2865,3.40827350987214,0.0,0.0,11.728315864084507,1.0
HD 218566,1,1,225.7,0.69,0.69,9.32,0.0,63.566,0.0,0.3,4730.0,0.85,0.76,0.28,2.353531559077762,0.0,0.0,6.82038626609442,1.0
HD 219077,1,1,5478.68861,5.935,5.935,12.5,0.0,3057.50927534,0.0,0.768,5362.0,1.91,0.92,-0.13,3.738676617317025,0.0,0.0,244.6007420272,1.0
HD 219134,1,6,403.43891766666667,0.03876,3.11,3.668833333333333,4.482055261447215,25.23973666666667,40.812213165944165,0.068,4699.0,0.778,0.81,0.11,2.605777790040962,3.07124,1.9536083145569867,6.879499386726026,6.0
HD 219139,1,1,275.5,0.94,0.94,14.0,0.0,247.90615746,0.0,0.11,4831.0,11.22,1.46,-0.2,2.4401216031878037,0.0,0.0,17.707582675714285,1.0
HD 219415,1,1,2093.3,3.2,3.2,13.8,0.0,317.83,0.0,0.4,4820.0,2.9,1.0,-0.04,3.3208314734452453,0.0,0.0,23.031159420289853,1.0
HD 219666,1,1,6.034468,0.06356,0.06356,4.898,0.0,17.6,0.0,0.05,5540.0,1.059,1.02,0.04,0.7806389886258209,0.0,0.0,3.5933033891384243,1.0
HD 219828,1,2,2396.8539,0.049,5.657,8.395,5.3810826048296265,2560.7434752,3594.4695177650415,0.451,5891.0,1.56,1.04,0.19,3.3796415624618668,5.608,0.3566333808844508,305.03198036926744,2.0
HD 220074,1,1,672.09998,1.6,1.6,12.2,0.0,5288.6912,0.0,0.14,3787.0,54.92,2.2,-0.25,2.8274338824772713,0.0,0.0,433.4992786885246,1.0
HD 220197,1,1,1728.0,2.729,2.729,9.32,0.0,63.566,0.0,0.187,5683.0,0.98,0.91,-0.55,3.2375437381428744,0.0,0.0,6.82038626609442,1.0
HD 220689,1,1,2266.4,3.396,3.396,13.7,0.0,381.3940884,0.0,0.054,5921.0,1.068,1.016,-0.07,3.355336561512381,0.0,0.0,27.838984554744528,1.0
HD 220773,1,1,3724.7,4.94,4.94,13.6,0.0,460.8,0.0,0.51,5940.0,1.679696,1.16,0.09,3.5710912989389794,0.0,0.0,33.88235294117647,1.0
HD 220842,2,1,218.47,0.74,0.74,13.1,0.0,1010.6994,0.0,0.404,5960.0,1.41647,1.13,-0.17,2.3393918086795895,0.0,0.0,77.15262595419847,0.5
HD 221287,1,1,456.1,1.25,1.25,13.1,0.0,982.05,0.0,0.08,6304.0,1.13864,1.25,-0.03,2.6590600722409383,0.0,0.0,74.96564885496183,1.0
HD 221416,1,1,14.2767,0.1228,0.1228,9.17,0.0,60.5,0.0,0.115,5080.0,2.943,1.212,-0.08,1.1546278336717117,0.0,0.0,6.597600872410033,1.0
HD 221420,1,1,10090.0,10.15,10.15,12.0,0.0,7278.2705203,0.0,0.14,5847.0,1.947,1.351,0.33,4.003891166236911,0.0,0.0,606.5225433583333,1.0
HD 221585,1,1,1173.0,2.306,2.306,13.5,0.0,511.7063,0.0,0.123,5620.0,1.850575,1.19,0.29,3.0692980121155293,0.0,0.0,37.90417037037037,1.0
HD 222076,1,1,871.0,1.83,1.83,13.5,0.0,495.8148,0.0,0.08,4806.0,4.1,1.07,0.05,2.9400181550076634,0.0,0.0,36.727022222222224,1.0
